City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Oranjemund,NA,-28.55,16.43,61.21,80,88,3.67,overcast clouds
362,Vredendal,ZA,-31.67,18.5,61.29,82,100,9.46,overcast clouds
363,Epe,NG,6.58,3.98,78.15,90,100,3.42,overcast clouds
364,Mandalgovi,MN,45.76,106.27,29.41,76,20,16.93,few clouds
365,Naze,JP,28.37,129.48,77.0,83,75,17.22,broken clouds
366,Aasiaat,GL,68.71,-52.87,13.57,92,13,6.98,few clouds
367,Miri,MY,4.41,114.01,75.2,94,40,5.82,scattered clouds
368,Toora-Khem,RU,52.47,96.11,25.56,93,93,8.59,light snow
369,Anadyr,RU,64.75,177.48,37.4,86,75,6.71,light rain
370,Kudat,MY,6.88,116.85,75.2,94,20,3.36,few clouds
371,Mount Gambier,AU,-37.83,140.77,55.4,71,75,9.17,broken clouds
372,Te Anau,NZ,-45.42,167.72,57.42,58,85,3.22,overcast clouds
373,Buraydah,SA,26.33,43.98,66.2,29,0,6.93,clear sky
374,Buxar,IN,25.58,83.98,62.44,42,0,2.93,clear sky
375,Pokosnoye,RU,55.53,101.05,23.77,95,95,18.21,overcast clouds
376,Kano,NG,12.0,8.52,62.6,88,33,4.7,haze
377,Port Augusta,AU,-32.5,137.77,62.01,58,10,11.41,clear sky
378,Moerai,PF,-22.43,-151.33,77.07,82,99,18.86,light rain
379,Sao Filipe,CV,14.9,-24.5,76.69,77,6,4.09,clear sky
380,Fare,PF,-16.7,-151.02,80.89,78,1,19.57,clear sky
381,Gawler,AU,-34.6,138.73,60.01,53,87,5.01,overcast clouds
382,Maldonado,UY,-34.67,-54.92,64.4,72,20,13.87,few clouds
383,Humaita,BR,-7.51,-63.02,81.52,65,93,1.54,overcast clouds
384,Kvam,NO,61.67,9.69,41.11,76,69,2.64,broken clouds
385,Nelson Bay,AU,-32.72,152.15,66.0,59,40,21.92,scattered clouds
386,Vila Franca Do Campo,PT,37.72,-25.43,59.0,77,75,23.04,broken clouds
387,Guadalupe Y Calvo,MX,26.1,-106.97,60.62,40,40,4.92,scattered clouds
388,Gaozhou,CN,21.94,110.85,70.59,81,4,3.38,clear sky
389,Coihaique,CL,-45.58,-72.07,50.0,71,75,5.82,broken clouds
390,Straumen,NO,63.87,11.3,51.01,93,90,17.22,moderate rain
391,The Pas,CA,53.83,-101.25,15.8,85,90,5.82,light snow
392,Vostok,RU,46.49,135.88,30.29,94,23,4.97,few clouds
393,Gornopravdinsk,RU,60.05,69.9,33.26,94,94,9.06,overcast clouds
394,Marsa Matruh,EG,31.35,27.25,68.0,52,20,11.41,few clouds
395,Palencia,ES,42.42,-4.5,53.01,85,100,7.0,overcast clouds
396,Hukuntsi,BW,-24.0,21.75,71.76,32,15,2.42,few clouds
397,Coquimbo,CL,-29.95,-71.34,57.2,82,0,9.17,clear sky
398,Goba,ET,7.02,39.98,47.21,80,20,3.76,few clouds
399,Henties Bay,NA,-22.12,14.28,60.01,92,3,3.0,clear sky
400,Schleswig,DE,54.52,9.55,52.0,93,77,13.87,broken clouds
401,Grindavik,IS,63.84,-22.43,39.2,86,75,31.09,shower rain
402,Broken Hill,AU,-31.95,141.43,57.2,47,92,10.29,overcast clouds
403,Labuan,MY,5.28,115.24,77.0,94,20,6.08,few clouds
404,Mulege,MX,26.88,-111.98,84.49,34,77,7.99,broken clouds
405,Ilhabela,BR,-23.78,-45.36,64.76,82,60,1.79,broken clouds
406,Ahipara,NZ,-35.17,173.17,69.48,73,56,8.52,broken clouds
407,Batemans Bay,AU,-35.72,150.18,68.0,49,6,6.46,clear sky
408,Quelimane,MZ,-17.88,36.89,80.6,83,0,16.11,clear sky
409,Nyagan,RU,62.14,65.39,36.27,96,100,8.97,overcast clouds
410,Port Hardy,CA,50.7,-127.42,48.2,81,75,13.87,shower rain
411,Kitgum,UG,3.28,32.89,69.85,68,18,2.06,few clouds
412,Santa Marta,CO,11.24,-74.2,80.01,84,34,3.0,light rain
413,Hami,CN,42.8,93.45,28.44,76,0,1.74,clear sky
414,Gurupa,BR,-1.41,-51.64,77.56,87,93,4.36,moderate rain
415,Pacific Grove,US,36.62,-121.92,66.99,68,1,3.36,clear sky
416,Simao,CN,22.79,100.97,62.67,93,78,0.87,broken clouds
417,Kishi,NG,9.08,3.85,76.62,47,69,0.13,broken clouds
418,Quatre Cocos,MU,-20.21,57.76,73.4,78,40,8.05,scattered clouds
419,Paralimni,CY,35.04,33.98,66.2,59,0,6.93,clear sky
420,Gannan,CN,47.91,123.5,28.0,92,21,3.0,few clouds
421,Stonewall,CA,50.13,-97.33,50.0,61,90,23.04,overcast clouds
422,Olinda,BR,-8.01,-34.86,80.6,74,40,5.82,scattered clouds
423,Baishishan,CN,43.58,127.57,44.94,79,98,9.22,overcast clouds
424,Itaituba,BR,-4.28,-55.98,78.15,82,100,1.74,light rain
425,Gizo,SB,-8.1,156.84,86.14,65,84,6.04,broken clouds
426,Luderitz,NA,-26.65,15.16,58.71,91,57,6.91,broken clouds
427,Kavaratti,IN,10.57,72.64,82.8,72,61,5.17,broken clouds
428,Abu Kamal,SY,34.45,40.92,62.19,51,4,4.99,clear sky
429,Rio Verde De Mato Grosso,BR,-18.92,-54.84,78.76,28,29,4.74,scattered clouds
430,Jiexiu,CN,37.02,111.91,46.92,45,2,7.25,clear sky
431,Uni,RU,57.75,51.49,38.52,95,97,8.93,overcast clouds
432,Dwarka,IN,22.24,68.97,78.55,64,0,6.49,clear sky
433,Bambanglipuro,ID,-7.95,110.28,79.95,83,100,6.69,overcast clouds
434,Xapuri,BR,-10.65,-68.5,86.23,42,100,2.91,overcast clouds
435,Naron,ES,43.52,-8.15,59.0,64,100,5.01,overcast clouds
436,Vallenar,CL,-28.57,-70.76,61.74,53,0,2.19,clear sky
437,Sijunjung,ID,-0.69,100.95,73.51,90,100,0.65,overcast clouds
438,Gushikawa,JP,26.35,127.87,78.8,94,90,9.17,light rain
439,Porto Walter,BR,-8.27,-72.74,82.92,58,93,3.15,overcast clouds
440,Maryville,US,35.76,-83.97,60.8,55,90,2.35,overcast clouds
441,Margate,GB,51.38,1.39,51.01,66,24,1.01,few clouds
442,Hasaki,JP,35.73,140.83,51.8,87,75,4.7,broken clouds
443,Pimentel,PE,-6.84,-79.93,66.2,68,0,18.34,clear sky
444,Alice Springs,AU,-23.7,133.88,68.0,20,0,13.87,clear sky
445,Kirn,DE,49.78,7.45,37.99,77,0,4.7,clear sky
446,Belaya Gora,RU,68.53,146.42,-1.97,91,100,9.93,overcast clouds
447,Imperia,IT,43.97,7.78,60.8,67,5,6.93,clear sky
448,Purranque,CL,-40.92,-73.17,57.2,67,40,8.05,scattered clouds
449,Isangel,VU,-19.55,169.27,87.8,70,40,5.82,scattered clouds
450,Bouna,CI,9.27,-3.0,79.63,45,45,1.34,scattered clouds
451,Kieta,PG,-6.22,155.63,85.26,66,86,2.17,overcast clouds
452,Chifeng,CN,42.27,118.96,43.21,53,22,12.46,few clouds
453,Buta,CD,2.79,24.73,68.2,98,100,1.32,overcast clouds
454,Half Moon Bay,US,37.46,-122.43,80.6,82,1,19.46,clear sky
455,Guntur,IN,16.3,80.45,72.97,95,0,4.38,clear sky
456,Jawhar,SO,2.78,45.5,75.67,90,5,4.5,light rain
457,Rio Bueno,CL,-40.32,-72.97,57.2,67,40,8.05,scattered clouds
458,Petatlan,MX,17.52,-101.27,87.8,66,5,2.42,clear sky
459,Les Cayes,HT,18.2,-73.75,77.36,76,95,3.15,overcast clouds
460,Doha,QA,25.29,51.53,80.6,61,0,4.7,clear sky
461,Praia,CV,14.92,-23.51,77.0,83,40,3.36,scattered clouds
462,Bullhead City,US,35.15,-114.57,91.99,10,75,13.87,broken clouds
463,Mehamn,NO,71.04,27.85,38.7,85,62,5.84,broken clouds
464,Taoudenni,ML,22.68,-3.98,77.92,18,38,5.93,scattered clouds
465,Karratha,AU,-20.74,116.85,89.31,24,0,12.88,clear sky
466,Raga,SS,8.46,25.68,72.91,49,92,1.52,overcast clouds
467,Samarai,PG,-10.62,150.67,81.63,79,56,9.42,light rain
468,Kupang,ID,-10.17,123.58,89.4,46,1,2.98,clear sky
469,Nador,MA,35.17,-2.93,68.0,88,98,2.51,overcast clouds
470,Haines Junction,CA,60.75,-137.51,6.8,55,1,4.7,clear sky
471,Zhuanghe,CN,39.7,122.99,55.0,79,100,12.95,light rain
472,Kiama,AU,-34.68,150.87,64.0,63,55,5.01,broken clouds
473,Chase,CA,50.82,-119.69,53.6,37,100,3.36,overcast clouds
474,Boende,CD,-0.22,20.87,69.89,99,95,0.81,overcast clouds
475,Rudnogorsk,RU,57.26,103.75,25.84,96,100,9.17,light snow
476,Roebourne,AU,-20.78,117.13,91.49,21,0,11.14,light rain
477,Upala,CR,10.9,-85.01,77.0,100,75,3.36,shower rain
478,Carauari,BR,-4.88,-66.9,77.83,89,100,2.62,overcast clouds
479,Sistranda,NO,63.73,8.83,50.0,100,90,28.86,overcast clouds
480,Srednekolymsk,RU,67.45,153.68,21.27,97,100,21.74,light snow
481,Huarmey,PE,-10.07,-78.15,62.53,82,1,7.0,clear sky
482,Tiznit,MA,29.58,-9.5,66.67,39,93,2.59,overcast clouds
483,Sechura,PE,-5.56,-80.82,64.63,75,2,15.23,clear sky
484,Vestmannaeyjar,IS,63.44,-20.27,44.29,67,100,36.82,overcast clouds
485,Veles,MK,41.72,21.78,50.0,81,40,5.82,scattered clouds
486,Trinidad,BO,-14.83,-64.9,89.6,55,25,1.52,smoke
487,Amasia,TR,40.65,35.83,53.6,66,75,8.05,broken clouds
488,Alofi,NU,-19.06,-169.92,78.8,69,75,16.11,broken clouds
489,Xingyi,CN,24.19,102.82,55.87,97,89,2.84,overcast clouds
490,Kumluca,TR,36.37,30.29,67.1,46,31,9.28,scattered clouds
491,Chokurdakh,RU,70.63,147.92,6.76,96,98,10.13,overcast clouds
492,Necochea,AR,-38.55,-58.74,59.0,57,47,3.0,scattered clouds
493,Flin Flon,CA,54.77,-101.86,10.4,85,90,13.87,light snow
494,Toyooka,JP,35.53,134.83,53.6,62,75,10.29,broken clouds
495,Caravelas,BR,-17.71,-39.25,73.33,94,97,6.51,overcast clouds
496,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,77.56,85,50,7.87,scattered clouds
497,Henderson,US,36.04,-114.98,84.2,13,1,5.82,clear sky
498,Chumikan,RU,54.72,135.31,17.29,93,10,20.6,clear sky
499,Ponta Delgada,PT,37.73,-25.67,59.0,77,75,23.04,broken clouds
500,Hargeysa,SO,9.56,44.06,62.31,57,17,1.9,few clouds
501,Campbell River,CA,50.02,-125.24,53.6,58,40,5.82,scattered clouds
502,Manoel Urbano,BR,-8.84,-69.26,83.34,60,97,3.42,overcast clouds
503,Tadine,NC,-21.55,167.88,80.24,75,4,6.93,clear sky
504,Vila,PT,42.03,-8.16,55.0,82,97,3.0,overcast clouds
505,Kemijarvi,FI,66.71,27.43,37.54,79,74,11.63,broken clouds
506,Saint-Francois,FR,46.42,3.91,42.8,93,40,5.82,scattered clouds
507,Forbes,AU,-33.38,148.02,64.63,45,11,4.76,few clouds
508,Katsuura,JP,35.13,140.3,59.0,58,75,6.93,broken clouds
509,Rio Branco,BR,-9.97,-67.81,80.6,74,20,3.36,few clouds
510,Abha,SA,18.22,42.51,60.8,87,2,4.7,clear sky
511,Minsk,BY,53.9,27.57,42.8,93,75,11.18,broken clouds
512,Krasnoselkup,RU,65.7,82.47,-4.97,88,15,7.16,few clouds
513,Vao,NC,-22.67,167.48,75.31,84,0,9.08,clear sky
514,Malakal,SS,9.53,31.66,77.34,62,6,2.1,clear sky
515,Jacareacanga,BR,-6.22,-57.75,78.39,78,67,1.86,broken clouds
516,Dunedin,NZ,-45.87,170.5,49.73,76,83,6.15,broken clouds
517,Leshukonskoye,RU,64.9,45.76,37.65,96,100,8.46,overcast clouds
518,Kulhudhuffushi,MV,6.62,73.07,82.11,73,99,5.46,overcast clouds
519,Rabo De Peixe,PT,37.8,-25.58,59.0,77,75,23.04,broken clouds
520,Wanning,CN,18.8,110.4,75.15,90,100,13.24,overcast clouds
521,Zadar,HR,44.12,15.24,59.0,54,0,18.34,clear sky
522,Fountain Hills,US,33.61,-111.72,97.0,8,1,8.05,clear sky
523,Kaspiyskiy,RU,45.39,47.37,52.54,85,59,4.25,broken clouds
524,Tessalit,ML,20.2,1.01,75.13,20,0,11.39,clear sky
525,Robertsganj,IN,24.7,83.07,60.98,41,0,3.89,clear sky
526,Kargil,IN,34.57,76.1,24.3,86,52,1.57,broken clouds
527,Roald,NO,62.58,6.13,53.01,93,100,28.86,mist
528,Khuzhir,RU,53.19,107.34,32.68,89,100,16.8,overcast clouds
529,Kasempa,ZM,-13.46,25.83,66.67,60,23,2.37,few clouds
530,Auki,SB,-8.77,160.7,84.13,75,93,3.2,light rain
531,Ambunti,PG,-4.24,142.84,74.68,98,100,0.25,heavy intensity rain
532,Soyo,AO,-6.13,12.37,78.66,84,100,6.44,overcast clouds
533,Lodja,CD,-3.48,23.43,70.21,96,97,3.29,overcast clouds
534,Longyearbyen,SJ,78.22,15.64,37.4,74,40,23.04,scattered clouds
535,Kununurra,AU,-15.77,128.73,86.0,70,17,6.93,few clouds
536,Buchanan,LR,5.88,-10.05,79.21,86,82,7.67,light rain
537,Muisne,EC,0.6,-80.03,73.74,80,78,6.29,broken clouds
538,New Castle,US,41.0,-80.35,64.4,45,1,3.36,clear sky
539,Cefalu,IT,38.04,14.02,62.01,78,0,1.01,clear sky
540,Port Hawkesbury,CA,45.62,-61.35,48.99,87,90,11.41,overcast clouds
541,Mawlaik,MM,23.63,94.42,69.3,93,24,1.39,few clouds
542,Labrea,BR,-7.26,-64.8,76.51,88,99,1.45,light rain
543,Pochutla,MX,15.74,-96.47,84.2,70,90,2.84,overcast clouds
544,Ternate,ID,0.8,127.4,82.78,73,97,3.0,light rain
545,Freetown,SL,8.48,-13.23,78.62,80,81,5.1,broken clouds
546,Axim,GH,4.87,-2.24,79.45,86,96,5.86,overcast clouds
547,Yar-Sale,RU,66.83,70.83,16.52,97,100,16.24,light snow
548,Ust-Tsilma,RU,65.44,52.15,33.71,92,82,6.11,broken clouds
549,Shelburne,CA,44.08,-80.2,57.0,59,100,15.08,overcast clouds
550,Jimo,CN,36.39,120.46,59.0,87,0,4.47,clear sky
551,Changli,CN,39.7,119.15,50.52,63,35,6.33,scattered clouds
552,College,US,64.86,-147.8,6.01,77,75,2.24,broken clouds
553,Labytnangi,RU,66.66,66.42,21.72,97,100,12.88,snow
554,Iskateley,RU,67.68,53.15,35.06,98,100,4.7,overcast clouds
555,Santa Cruz,BO,-17.8,-63.17,93.2,30,0,10.29,smoke
556,Baykit,RU,61.67,96.37,-5.46,85,9,4.41,clear sky
557,Shestakovo,RU,56.49,103.96,28.08,91,100,15.19,light snow
558,Marquette,US,46.53,-87.63,44.01,77,12,1.95,few clouds
559,Ginda,IN,30.69,78.49,46.85,47,0,5.97,clear sky
560,The Valley,AI,18.22,-63.06,81.0,88,20,8.05,few clouds
561,Genhe,CN,50.78,121.52,20.1,96,97,1.7,overcast clouds
562,Laguna,US,38.42,-121.42,82.0,24,1,3.8,clear sky
563,Martinsville,US,36.69,-79.87,55.0,71,1,1.97,clear sky
564,Port Blair,IN,11.67,92.75,80.83,78,16,6.85,few clouds
565,Port-Gentil,GA,-0.72,8.78,80.6,88,75,10.29,broken clouds
566,San Borja,BO,-14.82,-66.85,84.4,35,36,0.54,scattered clouds
567,Mingaora,PK,34.78,72.36,54.41,38,0,5.01,clear sky
568,Presidente Dutra,BR,-5.29,-44.49,77.02,89,100,2.98,overcast clouds
569,Adrar,MR,20.5,-10.07,84.51,16,70,8.79,broken clouds
570,Mogadishu,SO,2.04,45.34,78.76,84,8,7.05,light rain
571,Isla Mujeres,MX,21.23,-86.73,75.2,100,90,18.34,heavy intensity rain
572,Pokhara,NP,28.23,83.98,58.8,37,0,4.68,clear sky
573,Balakhninskiy,RU,58.01,114.28,15.15,92,100,2.48,overcast clouds
574,Berdigestyakh,RU,62.1,126.7,0.0,93,96,3.0,overcast clouds
575,Paratinga,BR,-12.69,-43.18,78.8,83,0,8.05,clear sky
576,Wattegama,LK,6.8,81.48,74.34,90,50,2.13,scattered clouds
577,Papara,BR,-3.98,-38.73,81.0,78,40,8.05,scattered clouds
578,Linguere,SN,15.4,-15.12,86.0,66,0,4.7,clear sky
579,Roma,US,43.21,-75.46,57.2,50,1,4.7,clear sky
580,Fort Nelson,CA,58.81,-122.7,8.6,78,75,12.75,light snow
581,Honiara,SB,-9.43,159.95,87.8,79,75,9.17,broken clouds
582,Barcelona,ES,41.39,2.16,64.99,82,75,19.46,broken clouds
583,Elizabeth City,US,36.29,-76.25,66.2,93,20,6.93,few clouds
584,Shache,CN,38.42,77.24,30.58,85,0,3.4,clear sky
585,Tres Lagoas,BR,-20.75,-51.68,75.94,35,0,3.76,clear sky
586,Gera,DE,50.88,12.08,37.0,100,3,3.36,clear sky
587,Puro,PH,12.48,123.38,81.21,80,37,7.54,scattered clouds
588,Viedma,AR,-40.81,-63.0,63.0,51,0,1.99,clear sky
589,Yelizovo,RU,53.19,158.38,35.6,93,20,2.24,few clouds
590,Sumbe,AO,-11.21,13.84,77.68,83,77,6.38,broken clouds
591,Kungurtug,RU,50.6,97.52,23.13,94,97,4.32,light snow
592,Ilheus,BR,-14.79,-39.05,75.2,88,75,8.05,broken clouds
593,Ketchikan,US,55.34,-131.65,42.8,100,90,11.41,light rain
594,Inirida,CO,3.87,-67.92,77.58,86,62,0.45,broken clouds
595,Llanes,ES,43.42,-4.75,62.01,65,80,9.55,broken clouds
596,Port Victoria,KE,0.09,33.98,71.01,78,94,5.7,light rain
597,Santa Fe,AR,-31.63,-60.7,72.0,43,0,1.99,clear sky
598,Mahenge,TZ,-8.68,36.72,62.22,94,68,2.86,broken clouds
599,Katherine,AU,-14.47,132.27,89.6,52,22,10.29,few clouds
600,Kuusamo,FI,65.97,29.18,35.6,80,75,14.99,broken clouds
601,Kabalo,CD,-6.05,26.92,70.61,94,100,4.88,overcast clouds
602,Ixtapa,MX,20.7,-105.2,84.2,66,5,6.93,clear sky
603,Maloarkhangelsk,RU,52.4,36.5,39.25,91,65,12.73,light rain
604,Dalbandin,PK,28.89,64.41,53.26,34,0,5.03,clear sky
605,Bournemouth,GB,50.72,-1.88,42.01,86,0,1.01,clear sky
606,Suket,IN,24.65,76.03,62.26,30,0,1.92,clear sky
607,Thap Khlo,TH,16.16,100.6,74.37,92,22,1.45,few clouds
608,Russell,US,32.35,-85.2,69.8,77,20,5.59,few clouds
609,San Patricio,US,28.02,-97.52,78.8,54,20,13.87,few clouds
610,Yulara,AU,-25.24,130.99,68.0,30,75,11.41,broken clouds
611,Santiago Del Estero,AR,-27.8,-64.26,80.19,31,0,15.75,clear sky
612,Arauca,CO,7.08,-70.76,74.77,93,17,2.66,few clouds
613,Hoshangabad,IN,22.75,77.72,60.17,38,2,3.09,clear sky
614,Nha Trang,VN,12.25,109.18,78.8,94,75,3.36,broken clouds
615,Ouango,CF,4.31,22.56,69.82,96,72,1.57,broken clouds
616,Rawson,AR,-43.3,-65.1,61.79,38,3,11.48,clear sky
617,Komsomolskiy,UZ,40.43,71.72,42.8,38,0,6.93,clear sky
618,Sola,VU,-13.88,167.55,87.8,74,75,5.82,broken clouds
619,Merauke,ID,-8.47,140.33,81.39,72,33,7.29,scattered clouds
620,Okhotsk,RU,59.38,143.3,7.45,88,89,19.93,overcast clouds
621,Karasjok,NO,69.47,25.51,42.8,70,96,48.32,heavy intensity drizzle
622,Varfurile,RO,46.32,22.52,51.13,90,100,2.15,overcast clouds
623,Gavrilovka Vtoraya,RU,52.88,42.77,43.07,77,100,12.48,overcast clouds
624,Anage,BR,-14.61,-41.14,72.14,89,100,3.22,overcast clouds
625,Gilroy,US,37.01,-121.57,82.4,30,1,17.22,clear sky
626,Gasa,PS,31.5,34.47,63.0,93,20,10.29,few clouds
627,Huilong,CN,31.81,121.66,64.99,86,1,1.07,clear sky
628,Morondava,MG,-20.28,44.28,75.7,76,30,4.07,scattered clouds
629,Virden,US,39.5,-89.77,64.0,55,9,3.0,clear sky
630,Crowley,US,30.21,-92.37,69.8,52,1,4.7,clear sky
631,Birsk,RU,55.42,55.54,35.26,96,56,6.85,light rain
632,Coatepec,MX,19.45,-96.97,61.0,79,97,2.44,overcast clouds
633,Acapulco,MX,16.86,-99.89,84.2,70,40,10.29,scattered clouds
634,Charagua,BO,-19.8,-63.22,95.0,19,0,3.76,clear sky
635,Balanacan,PH,13.53,121.87,78.01,91,25,1.01,scattered clouds
636,Hrebinka,UA,50.12,32.44,39.65,93,5,8.95,clear sky
637,Rangpur,BD,25.75,89.25,62.65,68,0,7.11,clear sky
638,Camacha,PT,33.08,-16.33,60.8,63,40,5.82,scattered clouds
639,Veydelevka,RU,50.15,38.45,45.18,86,65,9.4,broken clouds
640,Makarov,RU,48.63,142.8,36.55,72,61,16.08,broken clouds
641,Labuhan,ID,-6.88,112.21,81.61,77,100,6.24,overcast clouds
642,Samana,DO,19.21,-69.34,80.6,88,75,9.46,broken clouds
643,Walvis Bay,NA,-22.96,14.51,60.01,93,0,2.24,clear sky
644,Amot,NO,59.57,7.99,48.99,84,100,4.36,overcast clouds
645,Male,MV,4.17,73.51,80.6,88,20,5.68,few clouds
646,Magna,US,40.71,-112.1,71.6,21,1,3.36,clear sky
647,Shizunai,JP,42.33,142.37,55.63,67,29,18.3,scattered clouds
648,Torbay,CA,47.67,-52.73,32.0,68,75,8.05,broken clouds
649,Flic En Flac,MU,-20.27,57.36,73.4,78,40,8.05,scattered clouds
650,Gamba,GA,-2.65,10.0,75.78,90,100,2.17,light rain
651,Gat,IL,31.61,34.76,63.0,93,20,10.29,few clouds
652,Pemangkat,ID,1.17,108.97,78.22,84,100,3.96,overcast clouds
653,Eina,NO,60.63,10.6,53.6,62,0,5.82,clear sky
654,Montepuez,MZ,-13.13,39.0,69.31,85,30,5.41,scattered clouds
655,Rafai,CF,4.95,23.92,69.39,95,42,2.75,light rain
656,Baoshan,CN,46.56,131.42,34.75,84,69,6.76,broken clouds
657,Rundu,NA,-17.93,19.77,73.31,29,19,3.18,few clouds
658,Luanda,AO,-8.84,13.23,78.8,83,75,6.93,broken clouds
659,Buin,CL,-33.73,-70.75,78.8,29,0,6.93,clear sky
660,Gebre Guracha,ET,9.8,38.4,50.81,73,1,1.52,clear sky
661,Baza,ES,37.49,-2.77,53.01,82,100,7.38,overcast clouds
662,Dobryanka,RU,58.46,56.42,37.4,100,90,11.18,overcast clouds
663,Baraboo,US,43.47,-89.74,60.8,51,1,4.18,clear sky
664,Grants Pass,US,42.44,-123.33,73.0,40,90,8.5,overcast clouds
665,Port Hedland,AU,-20.32,118.57,87.8,38,0,8.05,clear sky
666,Salalah,OM,17.02,54.09,71.6,46,0,5.82,clear sky
667,Pitkyaranta,RU,61.57,31.48,43.2,69,24,21.3,few clouds
668,Tenenkou,ML,14.46,-4.92,84.74,24,8,8.55,clear sky
669,Saint-Leu,RE,-21.15,55.28,68.0,68,11,6.93,few clouds
670,Wahiawa,US,21.5,-158.02,84.2,74,75,8.05,broken clouds
671,Egvekinot,RU,66.32,-179.17,31.06,100,100,9.98,overcast clouds
672,Nago,JP,26.59,127.98,77.0,94,90,9.17,mist
673,Gondar,ET,12.6,37.47,56.28,55,9,4.29,clear sky
674,Roseau,DM,15.3,-61.39,75.2,100,75,2.24,broken clouds
675,Mega,ET,4.05,38.3,60.33,100,60,9.15,broken clouds
676,Dubbo,AU,-32.25,148.62,64.4,55,2,9.17,clear sky
677,Byron Bay,AU,-28.65,153.62,71.6,52,40,18.34,scattered clouds
678,Svetlyy,RU,54.67,20.13,51.8,93,75,17.9,broken clouds
679,Yinchuan,CN,38.47,106.27,41.77,56,0,7.05,clear sky
680,Alamogordo,US,32.9,-105.96,78.8,13,1,3.24,clear sky
681,Awbari,LY,26.59,12.78,63.18,37,33,6.76,scattered clouds
682,Calbuco,CL,-41.77,-73.13,51.8,76,20,8.05,few clouds
683,Ust-Ishim,RU,57.69,71.17,33.58,93,98,7.14,overcast clouds
684,New Ulm,US,44.31,-94.46,60.8,41,1,5.37,clear sky
685,Novyy Urengoy,RU,66.08,76.63,2.16,94,72,12.62,broken clouds
